Date,QQQ,SPY,VIX
2018-04-13,153.2000274658203,234.31068420410156,17.40999984741211
2018-04-16,154.3677520751953,236.237060546875,16.559999465942383
2018-04-17,157.6905975341797,238.76449584960938,15.25
2018-04-18,158.01336669921875,238.94119262695312,15.600000381469727
2018-04-19,156.56085205078125,237.6156768798828,15.960000038146973
2018-04-20,154.0829315185547,235.60081481933594,16.8799991607666
2018-04-23,153.6937255859375,235.56544494628906,16.34000015258789
2018-04-24,150.43739318847656,232.39305114746094,18.020000457763672
2018-04-25,150.6177215576172,232.9674530029297,17.84000015258789
2018-04-26,153.78866577148438,235.33566284179688,16.239999771118164
2018-04-27,153.8835906982422,235.5567169189453,15.40999984741211
2018-04-30,152.79180908203125,233.74513244628906,15.930000305175781
2018-05-01,154.5386505126953,234.16041564941406,15.489999771118164
2018-05-02,153.62728881835938,232.58746337890625,15.970000267028809
2018-05-03,153.6082763671875,232.07489013671875,15.899999618530273
2018-05-04,156.52281188964844,235.07945251464844,14.770000457763672
2018-05-07,157.82347106933594,235.8748016357422,14.75
2018-05-08,157.66212463378906,235.8748016357422,14.710000038146973
2018-05-09,159.38047790527344,238.15467834472656,13.420000076293945
2018-05-10,161.0323944091797,240.38162231445312,13.229999542236328
2018-05-11,160.88047790527344,241.11509704589844,12.649999618530273
2018-05-14,161.15577697753906,241.22998046875,12.930000305175781
2018-05-15,159.3709716796875,239.56866455078125,14.630000114440918
2018-05-16,160.4247283935547,240.57608032226562,13.420000076293945
2018-05-17,159.8076934814453,240.37278747558594,13.430000305175781
2018-05-18,158.981689453125,239.77182006835938,13.420000076293945
2018-05-21,159.8741455078125,241.57464599609375,13.079999923706055
2018-05-22,159.66531372070312,240.9030303955078,13.220000267028809
2018-05-23,161.01333618164062,241.56578063964844,12.579999923706055
2018-05-24,160.96592712402344,241.07090759277344,12.529999732971191
2018-05-25,161.12728881835938,240.4964599609375,13.220000267028809
2018-05-29,160.4152374267578,237.73049926757812,17.020000457763672
2018-05-30,161.56399536132812,240.9030303955078,14.9399995803833
2018-05-31,161.45960998535156,239.42718505859375,15.430000305175781
2018-06-01,163.99440002441406,241.7777862548828,13.460000038146973
2018-06-04,165.47544860839844,242.9266357421875,12.739999771118164
2018-06-05,165.988037109375,243.1033935546875,12.399999618530273
2018-06-06,166.95643615722656,245.1358184814453,11.640000343322754
2018-06-07,165.59886169433594,245.109375,12.130000114440918
2018-06-08,165.60833740234375,245.833984375,12.180000305175781
2018-06-11,166.05455017089844,246.16094970703125,12.350000381469727
2018-06-12,166.9279327392578,246.47903442382812,12.34000015258789
2018-06-13,166.91847229003906,245.69259643554688,12.9399995803833
2018-06-14,168.60833740234375,246.3112030029297,12.119999885559082
2018-06-15,168.01974487304688,245.9969482421875,11.979999542236328
2018-06-18,167.92269897460938,245.49099731445312,12.3100004196167
2018-06-19,167.44692993164062,244.55015563964844,13.350000381469727
2018-06-20,168.63624572753906,244.96726989746094,12.789999961853027
2018-06-21,167.17108154296875,243.4315948486328,14.640000343322754
2018-06-22,166.80003356933594,243.87554931640625,13.770000457763672
2018-06-25,163.0419921875,240.55564880371094,17.329999923706055
2018-06-26,163.70799255371094,241.08822631835938,15.920000076293945
2018-06-27,161.481689453125,239.0909881591797,17.90999984741211
2018-06-28,162.87069702148438,240.4579620361328,16.850000381469727
2018-06-29,163.30836486816406,240.8041534423828,16.09000015258789
2018-07-02,164.40252685546875,241.3189697265625,15.600000381469727
2018-07-03,162.4996795654297,240.46682739257812,16.139999389648438
2018-07-05,164.51666259765625,242.42857360839844,14.970000267028809
2018-07-06,167.07594299316406,244.47903442382812,13.369999885559082
2018-07-09,168.5791778564453,246.6804656982422,12.6899995803833
2018-07-10,168.70278930664062,247.56808471679688,12.640000343322754
2018-07-11,167.8465576171875,245.75723266601562,13.630000114440918
2018-07-12,170.7388153076172,247.98536682128906,12.579999923706055
2018-07-13,170.88157653808594,248.1805877685547,12.180000305175781
2018-07-16,170.47244262695312,247.95863342285156,12.829999923706055
2018-07-17,171.5094757080078,248.96165466308594,12.0600004196167
2018-07-18,171.1859893798828,249.4854278564453,12.100000381469727
2018-07-19,170.32974243164062,248.54454040527344,12.869999885559082
2018-07-20,170.29165649414062,248.2604522705078,12.859999656677246
2018-07-23,170.8340301513672,248.7220916748047,12.619999885559082
2018-07-24,171.5380096435547,249.97369384765625,12.40999984741211
2018-07-25,173.93557739257812,252.10403442382812,12.289999961853027
2018-07-26,171.30015563964844,251.50924682617188,12.140000343322754
2018-07-27,168.9882354736328,249.80502319335938,13.029999732971191
2018-07-30,166.60025024414062,248.50013732910156,14.260000228881836
2018-07-31,167.8751220703125,249.72508239746094,12.829999923706055
2018-08-01,168.51254272460938,249.30796813964844,13.149999618530273
2018-08-02,170.80538940429688,250.66598510742188,12.1899995803833
2018-08-03,171.32875061035156,251.7400665283203,11.640000343322754
2018-08-06,172.3372039794922,252.663330078125,11.270000457763672
2018-08-07,172.96511840820312,253.49766540527344,10.930000305175781
2018-08-08,173.17445373535156,253.39109802246094,10.850000381469727
2018-08-09,173.0697021484375,253.04489135742188,11.270000457763672
2018-08-10,171.74737548828125,251.34957885742188,13.15999984741211
2018-08-13,171.55706787109375,250.4086456298828,14.779999732971191
2018-08-14,172.632080078125,252.0064239501953,13.3100004196167
2018-08-15,170.52000427246094,250.12454223632812,14.640000343322754
2018-08-16,171.0813751220703,252.14845275878906,13.449999809265137
2018-08-17,171.11940002441406,253.03604125976562,12.640000343322754
2018-08-20,170.96717834472656,253.57752990722656,12.489999771118164
2018-08-21,171.59512329101562,254.17225646972656,12.859999656677246
2018-08-22,172.2610626220703,254.0213623046875,12.25
